deviceCPUCyles,deviceCost,lbExecTime,lbFailureProb,serviceCost,serviceFailureProb,d1Services,d2Services,d3Services,scenario,policy,model,cost,executionTime,probSuccessfulExecution,policy_config
115,26,48,38,3,40,0,0,1,699,1,archexploration,29,83,38,0_0_1
125,38,40,37,2,21,0,0,1,700,1,archexploration,40,90,50,0_0_1
137,21,35,44,4,31,0,0,1,701,1,archexploration,25,83,39,0_0_1
128,2,23,22,5,43,0,0,1,702,1,archexploration,7,60,45,0_0_1
132,39,37,40,1,33,0,0,1,703,1,archexploration,40,82,41,0_0_1
107,23,25,44,1,45,0,0,1,704,1,archexploration,24,55,31,0_0_1
108,21,37,43,2,18,0,0,1,705,1,archexploration,23,82,47,0_0_1
111,6,42,15,1,44,0,0,1,706,1,archexploration,7,74,48,0_0_1
113,5,36,34,4,21,0,0,1,707,1,archexploration,9,81,53,0_0_1
137,17,27,21,3,12,0,0,1,708,1,archexploration,20,88,70,0_0_1
110,38,46,32,2,31,0,0,1,709,1,archexploration,40,84,47,0_0_1
107,25,38,10,3,48,0,0,1,710,1,archexploration,28,66,47,0_0_1
139,40,29,32,3,28,0,0,1,711,1,archexploration,43,80,49,0_0_1
138,5,16,39,1,22,0,0,1,712,1,archexploration,6,70,48,0_0_1
140,24,15,43,4,31,0,0,1,713,1,archexploration,28,64,40,0_0_1
138,14,27,22,2,24,0,0,1,714,1,archexploration,16,80,60,0_0_1
108,0,49,13,1,40,0,0,1,715,1,archexploration,1,82,53,0_0_1
131,2,24,39,2,47,0,0,1,716,1,archexploration,4,59,33,0_0_1
124,0,45,30,2,12,0,0,1,717,1,archexploration,2,100,62,0_0_1
127,7,22,26,1,23,0,0,1,718,1,archexploration,8,71,57,0_0_1
113,37,16,15,5,44,0,0,1,719,1,archexploration,42,48,48,0_0_1
102,21,11,38,5,27,0,0,1,720,1,archexploration,26,49,46,0_0_1
135,28,37,38,3,34,0,0,1,721,1,archexploration,31,82,41,0_0_1
105,12,26,46,4,27,0,0,1,722,1,archexploration,16,65,40,0_0_1
133,40,14,28,3,26,0,0,1,723,1,archexploration,43,64,54,0_0_1
150,19,37,24,2,12,0,0,1,724,1,archexploration,21,103,67,0_0_1
130,26,20,22,4,20,0,0,1,725,1,archexploration,30,72,63,0_0_1
100,35,27,29,5,23,0,0,1,726,1,archexploration,40,66,55,0_0_1
130,10,34,30,5,45,0,0,1,727,1,archexploration,15,70,39,0_0_1
119,37,30,14,4,24,0,0,1,728,1,archexploration,41,76,66,0_0_1
133,0,25,27,4,19,0,0,1,729,1,archexploration,4,79,60,0_0_1
119,7,43,21,2,12,0,0,1,730,1,archexploration,9,96,70,0_0_1
145,39,16,32,4,36,0,0,1,731,1,archexploration,43,63,44,0_0_1
132,38,20,22,4,33,0,0,1,732,1,archexploration,42,65,53,0_0_1
140,37,40,39,4,16,0,0,1,733,1,archexploration,41,99,52,0_0_1
130,6,35,50,1,15,0,0,1,734,1,archexploration,7,91,43,0_0_1
139,22,12,17,5,10,0,0,1,735,1,archexploration,27,75,75,0_0_1
129,23,24,44,1,24,0,0,1,736,1,archexploration,24,74,43,0_0_1
112,15,23,39,3,31,0,0,1,737,1,archexploration,18,62,43,0_0_1
102,30,12,18,5,43,0,0,1,738,1,archexploration,35,42,47,0_0_1
140,22,18,14,5,49,0,0,1,739,1,archexploration,27,54,44,0_0_1
142,29,27,11,5,18,0,0,1,740,1,archexploration,34,86,73,0_0_1
149,10,23,36,1,46,0,0,1,741,1,archexploration,11,64,35,0_0_1
122,17,50,41,2,41,0,0,1,742,1,archexploration,19,86,35,0_0_1
111,11,43,29,4,18,0,0,1,743,1,archexploration,15,89,59,0_0_1
146,18,27,43,5,30,0,0,1,744,1,archexploration,23,79,40,0_0_1
119,13,15,13,1,28,0,0,1,745,1,archexploration,14,58,63,0_0_1
108,6,27,10,4,39,0,0,1,746,1,archexploration,10,60,55,0_0_1
145,6,33,14,5,42,0,0,1,747,1,archexploration,11,76,50,0_0_1
119,8,17,42,5,42,0,0,1,748,1,archexploration,13,52,34,0_0_1
117,25,24,34,3,31,0,0,1,749,1,archexploration,28,65,46,0_0_1
126,23,45,19,2,22,0,0,1,750,1,archexploration,25,95,64,0_0_1
107,40,32,48,4,10,0,0,1,751,1,archexploration,44,81,47,0_0_1
110,25,35,20,1,14,0,0,1,752,1,archexploration,26,83,69,0_0_1
141,31,25,14,2,48,0,0,1,753,1,archexploration,33,62,45,0_0_1
110,15,27,47,1,31,0,0,1,754,1,archexploration,16,65,37,0_0_1
139,34,19,28,5,44,0,0,1,755,1,archexploration,39,58,41,0_0_1
144,36,44,17,3,46,0,0,1,756,1,archexploration,39,83,45,0_0_1
147,38,34,23,5,41,0,0,1,757,1,archexploration,43,78,46,0_0_1
102,32,19,41,2,45,0,0,1,758,1,archexploration,34,48,33,0_0_1
137,34,49,24,1,18,0,0,1,759,1,archexploration,35,106,63,0_0_1
148,36,43,44,1,46,0,0,1,760,1,archexploration,37,83,31,0_0_1
144,1,26,50,5,16,0,0,1,761,1,archexploration,6,87,42,0_0_1
129,10,29,27,5,29,0,0,1,762,1,archexploration,15,75,52,0_0_1
136,39,47,13,5,33,0,0,1,763,1,archexploration,44,93,59,0_0_1
140,32,31,21,3,48,0,0,1,764,1,archexploration,35,68,42,0_0_1
134,17,36,46,2,40,0,0,1,765,1,archexploration,19,77,33,0_0_1
113,34,44,14,4,37,0,0,1,766,1,archexploration,38,80,55,0_0_1
148,7,23,48,3,23,0,0,1,767,1,archexploration,10,80,41,0_0_1
105,35,15,29,4,19,0,0,1,768,1,archexploration,39,58,58,0_0_1
128,39,38,43,5,47,0,0,1,769,1,archexploration,44,72,31,0_0_1
123,3,42,15,5,22,0,0,1,770,1,archexploration,8,90,67,0_0_1
128,37,39,27,5,24,0,0,1,771,1,archexploration,42,88,56,0_0_1
133,7,21,46,1,36,0,0,1,772,1,archexploration,8,64,35,0_0_1
147,28,46,41,2,23,0,0,1,773,1,archexploration,30,103,46,0_0_1
144,35,48,26,1,49,0,0,1,774,1,archexploration,36,85,38,0_0_1
113,28,42,46,1,38,0,0,1,775,1,archexploration,29,78,34,0_0_1
126,2,50,40,4,29,0,0,1,776,1,archexploration,6,95,43,0_0_1
111,10,17,42,3,25,0,0,1,777,1,archexploration,13,59,44,0_0_1
117,11,30,37,5,27,0,0,1,778,1,archexploration,16,73,46,0_0_1
138,2,10,22,2,22,0,0,1,779,1,archexploration,4,64,61,0_0_1
131,24,11,36,3,14,0,0,1,780,1,archexploration,27,68,56,0_0_1
144,16,44,25,2,35,0,0,1,781,1,archexploration,18,91,49,0_0_1
135,29,36,48,4,29,0,0,1,782,1,archexploration,33,84,37,0_0_1
123,35,30,20,1,46,0,0,1,783,1,archexploration,36,64,44,0_0_1
103,35,17,36,3,20,0,0,1,784,1,archexploration,38,59,52,0_0_1
126,17,19,18,4,39,0,0,1,785,1,archexploration,21,58,51,0_0_1
148,13,26,47,5,50,0,0,1,786,1,archexploration,18,63,27,0_0_1
125,32,45,17,2,24,0,0,1,787,1,archexploration,34,93,64,0_0_1
127,20,25,48,5,34,0,0,1,788,1,archexploration,25,67,35,0_0_1
122,19,48,10,2,27,0,0,1,789,1,archexploration,21,93,66,0_0_1
105,36,24,40,5,22,0,0,1,790,1,archexploration,41,65,47,0_0_1
144,27,15,30,2,44,0,0,1,791,1,archexploration,29,56,40,0_0_1
135,4,13,16,1,45,0,0,1,792,1,archexploration,5,51,47,0_0_1
143,34,41,12,4,42,0,0,1,793,1,archexploration,38,83,52,0_0_1
116,9,39,29,1,20,0,0,1,794,1,archexploration,10,86,57,0_0_1
123,9,40,12,5,33,0,0,1,795,1,archexploration,14,82,59,0_0_1
146,15,32,16,5,25,0,0,1,796,1,archexploration,20,87,63,0_0_1
140,33,45,47,2,13,0,0,1,797,1,archexploration,35,106,47,0_0_1
124,21,49,22,3,37,0,0,1,798,1,archexploration,24,89,50,0_0_1
104,35,16,44,4,21,0,0,1,799,1,archexploration,39,58,45,0_0_1
136,33,38,28,4,20,0,0,1,800,1,archexploration,37,93,58,0_0_1
122,6,40,45,3,35,0,0,1,801,1,archexploration,9,80,36,0_0_1
134,29,16,32,1,40,0,0,1,802,1,archexploration,30,57,41,0_0_1
124,30,44,43,3,25,0,0,1,803,1,archexploration,33,91,43,0_0_1
131,21,49,28,3,27,0,0,1,804,1,archexploration,24,97,53,0_0_1
106,35,25,25,3,45,0,0,1,805,1,archexploration,38,55,42,0_0_1
106,7,18,38,3,25,0,0,1,806,1,archexploration,10,58,47,0_0_1
121,9,40,20,1,22,0,0,1,807,1,archexploration,10,88,63,0_0_1
146,31,17,50,4,38,0,0,1,808,1,archexploration,35,63,31,0_0_1
122,35,20,47,3,14,0,0,1,809,1,archexploration,38,73,46,0_0_1
114,11,45,12,1,13,0,0,1,810,1,archexploration,12,95,77,0_0_1
122,18,11,12,3,11,0,0,1,811,1,archexploration,21,66,79,0_0_1
134,29,29,20,1,30,0,0,1,812,1,archexploration,30,76,56,0_0_1
130,12,19,44,1,17,0,0,1,813,1,archexploration,13,73,47,0_0_1
101,31,48,45,4,11,0,0,1,814,1,archexploration,35,93,49,0_0_1
147,10,50,34,1,45,0,0,1,815,1,archexploration,11,91,37,0_0_1
101,40,46,21,5,35,0,0,1,816,1,archexploration,45,79,52,0_0_1
141,18,44,49,5,35,0,0,1,817,1,archexploration,23,90,34,0_0_1
136,39,10,18,1,31,0,0,1,818,1,archexploration,40,57,57,0_0_1
121,40,14,34,5,22,0,0,1,819,1,archexploration,45,62,52,0_0_1
136,8,21,24,2,47,0,0,1,820,1,archexploration,10,58,41,0_0_1
111,27,42,23,1,13,0,0,1,821,1,archexploration,28,91,67,0_0_1
128,2,28,49,1,17,0,0,1,822,1,archexploration,3,82,43,0_0_1
142,14,29,10,5,32,0,0,1,823,1,archexploration,19,78,62,0_0_1
127,4,34,21,2,43,0,0,1,824,1,archexploration,6,71,46,0_0_1
136,26,15,39,1,48,0,0,1,825,1,archexploration,27,51,32,0_0_1
109,17,33,36,4,35,0,0,1,826,1,archexploration,21,69,42,0_0_1
145,15,50,46,5,16,0,0,1,827,1,archexploration,20,111,46,0_0_1
143,26,11,23,1,15,0,0,1,828,1,archexploration,27,72,66,0_0_1
141,34,36,13,4,31,0,0,1,829,1,archexploration,38,85,61,0_0_1
113,26,22,26,2,13,0,0,1,830,1,archexploration,28,72,65,0_0_1
149,7,17,23,1,32,0,0,1,831,1,archexploration,8,68,53,0_0_1
106,37,10,48,1,30,0,0,1,832,1,archexploration,38,48,37,0_0_1
105,5,43,16,3,12,0,0,1,833,1,archexploration,8,90,74,0_0_1
122,20,37,32,2,48,0,0,1,834,1,archexploration,22,69,36,0_0_1
122,9,24,43,5,19,0,0,1,835,1,archexploration,14,74,47,0_0_1
128,25,25,50,2,23,0,0,1,836,1,archexploration,27,75,39,0_0_1
128,30,42,10,2,18,0,0,1,837,1,archexploration,32,95,74,0_0_1
105,1,22,16,5,11,0,0,1,838,1,archexploration,6,69,75,0_0_1
125,36,13,14,3,17,0,0,1,839,1,archexploration,39,65,72,0_0_1
114,17,27,17,5,49,0,0,1,840,1,archexploration,22,57,43,0_0_1
107,14,11,28,5,30,0,0,1,841,1,archexploration,19,49,51,0_0_1
125,28,28,48,2,40,0,0,1,842,1,archexploration,30,66,32,0_0_1
109,23,49,27,5,18,0,0,2,343,2,archexploration,33,94,60,0_0_2
138,15,18,22,4,10,0,0,2,344,2,archexploration,23,81,71,0_0_2
104,21,44,30,3,48,0,0,2,345,2,archexploration,27,72,37,0_0_2
109,12,11,15,3,36,0,0,2,346,2,archexploration,18,46,55,0_0_2
147,13,11,18,1,27,0,0,2,347,2,archexploration,15,65,60,0_0_2
116,38,16,21,5,37,0,0,2,348,2,archexploration,48,53,50,0_0_2
101,3,32,28,1,34,0,0,2,349,2,archexploration,5,66,48,0_0_2
110,40,36,11,3,21,0,0,2,350,2,archexploration,46,80,71,0_0_2
135,23,36,35,3,37,0,0,2,351,2,archexploration,29,79,41,0_0_2
134,18,38,43,3,34,0,0,2,352,2,archexploration,24,83,38,0_0_2
109,25,32,41,4,28,0,0,2,353,2,archexploration,33,72,43,0_0_2
129,37,49,26,4,50,0,0,2,354,2,archexploration,45,82,37,0_0_2
122,1,18,13,5,14,0,0,2,355,2,archexploration,11,71,75,0_0_2
127,32,34,36,5,49,0,0,2,356,2,archexploration,42,67,33,0_0_2
147,37,44,19,2,29,0,0,2,357,2,archexploration,41,97,58,0_0_2
134,20,38,11,4,16,0,0,2,358,2,archexploration,28,95,75,0_0_2
146,31,16,37,1,50,0,0,2,359,2,archexploration,33,53,32,0_0_2
108,20,37,47,3,47,0,0,2,360,2,archexploration,26,66,29,0_0_2
124,15,30,47,2,15,0,0,2,361,2,archexploration,19,83,46,0_0_2
111,15,38,16,2,15,0,0,2,362,2,archexploration,19,86,72,0_0_2
130,14,14,23,3,25,0,0,2,363,2,archexploration,20,63,58,0_0_2
108,23,42,43,3,28,0,0,2,364,2,archexploration,29,81,42,0_0_2
112,4,27,11,3,20,0,0,2,365,2,archexploration,10,72,72,0_0_2
140,4,41,19,4,39,0,0,2,366,2,archexploration,12,84,50,0_0_2
140,31,12,26,3,23,0,0,2,367,2,archexploration,37,66,57,0_0_2
120,4,44,13,4,22,0,0,2,368,2,archexploration,12,91,68,0_0_2
112,38,22,40,4,36,0,0,2,369,2,archexploration,46,58,39,0_0_2
126,18,39,23,3,17,0,0,2,370,2,archexploration,24,92,64,0_0_2
112,9,45,34,3,25,0,0,2,371,2,archexploration,15,87,50,0_0_2
130,27,27,16,5,18,0,0,2,372,2,archexploration,37,81,69,0_0_2
103,8,28,12,2,28,0,0,2,373,2,archexploration,12,66,64,0_0_2
149,22,37,45,1,38,0,0,2,374,2,archexploration,24,84,35,0_0_2
145,28,21,11,1,50,0,0,2,375,2,archexploration,30,58,45,0_0_2
105,17,32,25,4,41,0,0,2,376,2,archexploration,25,63,45,0_0_2
119,9,43,21,4,34,0,0,2,377,2,archexploration,17,83,53,0_0_2
118,18,47,30,4,11,0,0,2,378,2,archexploration,26,100,63,0_0_2
101,14,15,33,2,45,0,0,2,379,2,archexploration,18,43,37,0_0_2
116,3,22,37,5,17,0,0,2,380,2,archexploration,13,71,53,0_0_2
121,30,17,30,4,14,0,0,2,381,2,archexploration,38,70,61,0_0_2
111,4,30,27,5,19,0,0,2,382,2,archexploration,14,75,60,0_0_2
117,21,50,12,4,33,0,0,2,383,2,archexploration,29,90,59,0_0_2
143,1,17,36,2,24,0,0,2,384,2,archexploration,5,72,49,0_0_2
144,12,38,35,3,39,0,0,2,385,2,archexploration,18,82,40,0_0_2
106,12,11,43,1,29,0,0,2,386,2,archexploration,14,49,41,0_0_2
102,12,16,11,1,24,0,0,2,387,2,archexploration,14,55,68,0_0_2
118,18,21,26,4,13,0,0,2,388,2,archexploration,26,73,65,0_0_2
117,8,28,39,5,40,0,0,2,389,2,archexploration,18,64,37,0_0_2
106,29,21,28,1,32,0,0,2,390,2,archexploration,31,58,49,0_0_2
109,34,12,11,3,26,0,0,2,391,2,archexploration,40,53,66,0_0_2
120,8,49,29,1,41,0,0,2,392,2,archexploration,10,85,42,0_0_2
142,15,43,41,4,19,0,0,2,393,2,archexploration,23,101,48,0_0_2
111,31,29,24,2,30,0,0,2,394,2,archexploration,35,68,54,0_0_2
118,1,12,24,5,16,0,0,2,395,2,archexploration,11,62,64,0_0_2
147,17,46,13,1,48,0,0,2,396,2,archexploration,19,85,46,0_0_2
145,15,10,33,1,15,0,0,2,397,2,archexploration,17,72,57,0_0_2
122,25,44,37,1,31,0,0,2,398,2,archexploration,27,87,44,0_0_2
108,5,27,41,4,19,0,0,2,399,2,archexploration,13,71,48,0_0_2
120,5,18,22,4,48,0,0,2,400,2,archexploration,13,50,41,0_0_2
136,19,39,35,1,37,0,0,2,401,2,archexploration,21,82,41,0_0_2
123,7,34,42,1,47,0,0,2,402,2,archexploration,9,67,31,0_0_2
101,26,30,41,2,28,0,0,2,403,2,archexploration,30,67,43,0_0_2
129,17,31,50,3,13,0,0,2,404,2,archexploration,23,88,44,0_0_2
115,21,25,43,2,33,0,0,2,405,2,archexploration,25,64,39,0_0_2
116,26,21,19,4,36,0,0,2,406,2,archexploration,34,59,52,0_0_2
119,33,15,44,4,22,0,0,2,407,2,archexploration,41,62,44,0_0_2
129,1,25,34,2,29,0,0,2,408,2,archexploration,5,71,47,0_0_2
105,29,35,29,2,26,0,0,2,409,2,archexploration,33,74,53,0_0_2
115,24,40,21,5,23,0,0,2,410,2,archexploration,34,85,61,0_0_2
132,38,26,44,3,36,0,0,2,411,2,archexploration,44,69,36,0_0_2
148,39,24,19,1,25,0,0,2,412,2,archexploration,41,80,61,0_0_2
141,33,30,10,3,14,0,0,2,413,2,archexploration,39,91,78,0_0_2
137,29,16,39,3,19,0,0,2,414,2,archexploration,35,72,50,0_0_2
144,0,28,26,2,16,0,0,2,415,2,archexploration,4,89,63,0_0_2
132,3,20,14,5,24,0,0,2,416,2,archexploration,13,71,66,0_0_2
117,22,50,13,3,20,0,0,2,417,2,archexploration,28,97,70,0_0_2
113,32,41,27,5,26,0,0,2,418,2,archexploration,42,83,55,0_0_2
103,36,41,20,5,30,0,0,2,419,2,archexploration,46,78,56,0_0_2
122,21,12,31,5,40,0,0,2,420,2,archexploration,31,49,42,0_0_2
131,27,25,41,3,45,0,0,2,421,2,archexploration,33,62,33,0_0_2
138,8,48,26,1,19,0,0,2,422,2,archexploration,10,104,60,0_0_2
127,5,19,35,3,25,0,0,2,423,2,archexploration,11,67,49,0_0_2
120,35,32,40,2,41,0,0,2,424,2,archexploration,39,68,36,0_0_2
150,24,26,15,1,27,0,0,2,425,2,archexploration,26,81,63,0_0_2
100,40,23,27,1,16,0,0,2,426,2,archexploration,42,65,62,0_0_2
107,4,29,12,4,24,0,0,2,427,2,archexploration,12,70,67,0_0_2
105,22,43,45,4,33,0,0,2,428,2,archexploration,30,79,37,0_0_2
129,31,33,23,1,37,0,0,2,429,2,archexploration,33,74,49,0_0_2
107,32,47,49,4,17,0,0,2,430,2,archexploration,40,92,43,0_0_2
102,11,23,42,3,37,0,0,2,431,2,archexploration,17,56,37,0_0_2
109,28,14,29,1,23,0,0,2,432,2,archexploration,30,56,55,0_0_2
109,14,41,30,1,25,0,0,2,433,2,archexploration,16,82,53,0_0_2
133,40,30,42,3,34,0,0,2,434,2,archexploration,46,74,39,0_0_2
129,36,13,34,1,12,0,0,2,435,2,archexploration,38,70,59,0_0_2
132,23,40,35,2,41,0,0,2,436,2,archexploration,27,79,39,0_0_2
121,11,41,41,4,29,0,0,2,437,2,archexploration,19,84,42,0_0_2
128,38,30,25,3,37,0,0,2,438,2,archexploration,44,71,48,0_0_2
120,8,25,47,5,13,0,0,2,439,2,archexploration,18,78,47,0_0_2
124,23,32,20,1,21,0,0,2,440,2,archexploration,25,81,64,0_0_2
132,3,33,28,1,42,0,0,2,441,2,archexploration,5,72,42,0_0_2
145,27,47,15,4,21,0,0,2,442,2,archexploration,35,105,68,0_0_2
127,37,50,30,2,41,0,0,2,443,2,archexploration,41,88,42,0_0_2
121,24,42,20,1,18,0,0,2,444,2,archexploration,26,92,66,0_0_2
110,4,35,32,1,38,0,0,2,445,2,archexploration,6,70,43,0_0_2
134,20,10,23,4,33,0,0,2,446,2,archexploration,28,55,52,0_0_2
100,15,46,20,2,37,0,0,2,447,2,archexploration,19,78,51,0_0_2
139,27,40,46,1,11,0,0,2,448,2,archexploration,29,102,49,0_0_2
135,2,47,34,2,18,0,0,2,449,2,archexploration,6,103,55,0_0_2
106,36,24,10,5,40,0,0,2,450,2,archexploration,46,56,54,0_0_2
149,40,29,31,2,11,0,0,2,451,2,archexploration,44,96,62,0_0_2
120,21,11,24,1,16,0,0,2,452,2,archexploration,23,62,64,0_0_2
100,31,49,37,3,16,0,0,2,453,2,archexploration,37,91,53,0_0_2
150,36,21,33,3,34,0,0,2,454,2,archexploration,42,71,45,0_0_2
142,14,26,45,1,43,0,0,2,455,2,archexploration,16,67,32,0_0_2
106,0,18,34,2,44,0,0,2,456,2,archexploration,4,48,37,0_0_2
148,16,26,47,3,21,0,0,2,457,2,archexploration,22,85,42,0_0_2
106,7,46,11,4,10,0,0,2,458,2,archexploration,15,94,81,0_0_2
100,31,18,31,5,26,0,0,2,459,2,archexploration,41,55,52,0_0_2
124,3,44,40,4,12,0,0,2,460,2,archexploration,11,99,53,0_0_2
123,8,25,47,4,36,0,0,2,461,2,archexploration,16,65,34,0_0_2
146,36,41,45,3,32,0,0,2,462,2,archexploration,42,91,38,0_0_2
139,36,14,32,5,11,0,0,2,463,2,archexploration,46,76,61,0_0_2
123,23,32,11,2,46,0,0,2,464,2,archexploration,27,66,49,0_0_2
127,13,41,19,5,21,0,0,2,465,2,archexploration,23,92,64,0_0_2
145,19,31,23,4,41,0,0,2,466,2,archexploration,27,74,46,0_0_2
118,27,48,19,4,46,0,0,2,467,2,archexploration,35,80,44,0_0_2
141,6,43,42,3,46,0,0,2,468,2,archexploration,12,82,32,0_0_2
121,34,21,45,2,46,0,0,2,469,2,archexploration,38,54,30,0_0_2
147,1,17,37,4,17,0,0,2,470,2,archexploration,9,79,53,0_0_2
128,31,29,33,3,50,0,0,2,471,2,archexploration,37,61,34,0_0_2
135,25,24,19,3,30,0,0,2,472,2,archexploration,31,72,57,0_0_2
134,33,13,10,3,23,0,0,2,473,2,archexploration,39,65,70,0_0_2
115,28,38,30,3,13,0,0,2,474,2,archexploration,34,89,61,0_0_2
146,4,28,47,1,13,0,0,2,475,2,archexploration,6,92,47,0_0_2
133,2,12,33,4,11,0,0,2,476,2,archexploration,10,72,60,0_0_2
103,32,47,16,5,42,0,0,2,477,2,archexploration,42,77,49,0_0_2
145,28,39,39,3,15,0,0,2,478,2,archexploration,34,101,52,0_0_2
102,29,15,14,1,28,0,0,2,479,2,archexploration,31,52,62,0_0_2
126,3,10,16,3,25,0,0,2,480,2,archexploration,9,58,63,0_0_2
137,0,32,20,3,10,0,0,2,481,2,archexploration,6,94,72,0_0_2
132,9,47,23,2,17,0,0,2,482,2,archexploration,13,102,64,0_0_2
134,2,10,36,4,49,0,0,2,483,2,archexploration,10,45,33,0_0_2
126,11,14,48,1,42,0,0,2,484,2,archexploration,13,51,31,0_0_2
142,17,30,15,1,21,0,0,2,485,2,archexploration,19,87,68,0_0_2
150,9,13,34,2,32,0,0,2,486,2,archexploration,13,64,45,0_0_2
130,7,34,30,4,48,0,0,2,487,2,archexploration,15,68,37,0_0_2
114,2,31,45,2,24,0,0,2,488,2,archexploration,6,75,42,0_0_2
107,36,50,42,2,42,0,0,2,489,2,archexploration,40,82,34,0_0_2
131,13,33,31,3,35,0,0,2,490,2,archexploration,19,76,45,0_0_2
114,33,37,49,1,14,0,0,2,491,2,archexploration,35,87,44,0_0_2
125,0,41,20,1,35,0,0,2,492,2,archexploration,2,82,52,0_0_2
134,36,31,12,2,40,0,0,2,493,2,archexploration,40,72,53,0_0_2
148,32,21,15,5,34,0,0,2,494,2,archexploration,42,70,57,0_0_2
138,28,38,29,2,40,0,0,2,495,2,archexploration,32,80,43,0_0_2
141,6,27,33,2,18,0,0,2,496,2,archexploration,10,85,55,0_0_2
149,16,50,12,4,15,0,0,2,497,2,archexploration,24,114,75,0_0_2
149,27,20,17,4,36,0,0,2,498,2,archexploration,35,68,54,0_0_2
113,34,28,48,5,19,0,0,2,499,2,archexploration,44,74,43,0_0_2
150,24,34,44,3,39,0,0,2,500,2,archexploration,30,80,35,0_0_2
146,13,28,45,2,15,0,0,2,501,2,archexploration,17,91,47,0_0_2
133,12,23,42,4,34,0,0,2,502,2,archexploration,20,67,39,0_0_2
135,19,22,38,5,47,0,0,2,503,2,archexploration,29,58,33,0_0_2
142,25,26,10,4,33,0,0,2,504,2,archexploration,33,74,61,0_0_2
146,40,21,49,3,11,0,0,2,505,2,archexploration,46,86,46,0_0_2
126,10,34,15,3,43,0,0,2,506,2,archexploration,16,70,49,0_0_2
132,15,15,35,1,37,0,0,2,507,2,archexploration,17,57,41,0_0_2
130,7,42,29,1,10,0,0,2,508,2,archexploration,9,101,64,0_0_2
112,19,19,46,4,14,0,0,2,509,2,archexploration,27,68,47,0_0_2
135,12,38,24,2,27,0,0,2,510,2,archexploration,16,88,56,0_0_2
138,39,46,50,2,28,0,0,2,511,2,archexploration,43,96,36,0_0_2
128,22,23,39,4,43,0,0,2,512,2,archexploration,30,60,35,0_0_2
109,14,13,18,2,44,0,0,2,513,2,archexploration,18,44,46,0_0_2
101,35,42,35,4,21,0,0,2,514,2,archexploration,43,82,52,0_0_2
150,33,26,18,4,39,0,0,2,515,2,archexploration,41,72,51,0_0_2
114,32,12,36,3,26,0,0,2,516,2,archexploration,38,55,48,0_0_2
150,0,21,50,5,29,0,0,2,517,2,archexploration,10,75,36,0_0_2
117,24,46,14,2,43,0,0,2,518,2,archexploration,28,80,50,0_0_2
102,2,16,25,4,15,0,0,2,519,2,archexploration,10,60,64,0_0_2
114,11,49,24,2,44,0,0,2,520,2,archexploration,15,81,43,0_0_2
139,39,35,10,5,37,0,0,2,521,2,archexploration,49,79,57,0_0_2
143,13,28,31,5,36,0,0,2,522,2,archexploration,23,74,45,0_0_2
105,14,33,38,4,47,0,0,2,523,2,archexploration,22,61,33,0_0_2
123,9,35,11,3,11,0,0,2,524,2,archexploration,15,90,80,0_0_2
133,20,38,28,4,42,0,0,2,525,2,archexploration,28,77,42,0_0_2
150,5,50,14,5,44,0,0,2,526,2,archexploration,15,92,49,0_0_2
140,5,29,13,5,33,0,0,2,527,2,archexploration,15,76,59,0_0_2
118,18,13,44,5,28,0,0,2,528,2,archexploration,28,56,41,0_0_2
110,18,23,36,4,27,0,0,2,529,2,archexploration,26,64,47,0_0_2
134,38,31,37,4,11,0,0,2,530,2,archexploration,46,91,57,0_0_2
114,22,46,14,5,12,0,0,2,531,2,archexploration,32,97,76,0_0_2
101,30,33,50,3,31,0,0,2,532,2,archexploration,36,68,35,0_0_2
103,39,42,43,3,39,0,0,2,533,2,archexploration,45,74,35,0_0_2
129,33,26,46,4,45,0,0,2,534,2,archexploration,41,62,30,0_0_2
142,29,49,17,4,42,0,0,2,535,2,archexploration,37,91,49,0_0_2
117,29,37,40,4,20,0,0,2,536,2,archexploration,37,84,48,0_0_2
108,25,34,21,4,14,0,0,2,537,2,archexploration,33,81,68,0_0_2
117,19,32,49,1,14,0,0,2,538,2,archexploration,21,83,44,0_0_2
115,9,31,25,2,22,0,0,2,539,2,archexploration,13,76,59,0_0_2
127,28,34,17,4,14,0,0,2,540,2,archexploration,36,89,72,0_0_2
147,34,36,29,2,45,0,0,2,541,2,archexploration,38,77,40,0_0_2
138,16,35,44,5,19,0,0,2,542,2,archexploration,26,91,46,0_0_2
137,13,11,19,3,48,0,0,2,543,2,archexploration,19,47,43,0_0_2
110,30,46,22,4,12,0,0,2,544,2,archexploration,38,95,69,0_0_2
107,38,33,28,5,29,0,0,2,545,2,archexploration,48,71,52,0_0_2
105,1,36,33,1,38,0,0,2,546,2,archexploration,3,69,42,0_0_2
139,8,30,27,5,43,0,0,2,547,2,archexploration,18,70,42,0_0_2
126,4,10,17,3,23,0,0,2,548,2,archexploration,10,59,64,0_0_2
139,10,35,44,1,43,0,0,2,549,2,archexploration,12,75,32,0_0_2
125,16,18,17,2,49,0,0,2,550,2,archexploration,20,50,43,0_0_2
121,37,47,20,4,29,0,0,2,551,2,archexploration,45,90,57,0_0_2
103,23,35,10,3,41,0,0,2,552,2,archexploration,29,66,54,0_0_2
102,19,23,46,5,33,0,0,2,553,2,archexploration,29,58,37,0_0_2
131,22,14,12,4,48,0,0,2,554,2,archexploration,30,49,46,0_0_2
